Source,Target,Type,Weight
0x53a999c9e841581328b97182d9d153e4c543f70e,0x67067f50a3184d8ba391724c234f0d92d4b47aeb,Directed,296.6717793
0x21e1b7e0a2dae8d5126049ddfddced3d2d8941f6,0x1b35c736b6cb16cd92fbf1f6c906cdb2cb548261,Directed,552.1067879
0x28b4fd95f749cea7ac41fe7fdd5cecb91bc62358,0xf0d82e5e598de22332e7b4f45fc732a6a4c93577,Directed,590.3751954
0x86b61ffe9ce4da504e6b7cf3f0925c1941265074,0xc78a13e93a188c445584e724a855aeb94f972dd5,Directed,387.5524297
0x2b3e14b66e29fa44d7b8c50b76d43df75291ac7e,0x3648f18c7f11b9a825dace72fcac5f275755bc18,Directed,600.9810281
0x86a320a07a6b887ebc46aecf8cc87e99321f9a18,0x2b3e14b66e29fa44d7b8c50b76d43df75291ac7e,Directed,587.1006099
0x39be05077e6ea7aa5a7dca189094b03bdf823493,0x4ec8c2540b780f878fee401d267c1cc784ee374c,Directed,844.9541202
0x927f8801cf6073f5b6da2df4def5f548735e7062,0xce3ec34fcca616fc1a52af3909c1b48f5af4d547,Directed,774.0787632
0x8ebeb2a953f23073f4babf3a92db7c17ba9821bc,0x82c9fd1002493e122184aba0c9e8de36efb1645e,Directed,42.06479921
0x550478e76305df1222e3646c2dd7897f9375e7e3,0xd9066ec8542ffa81f6d8ef96bf94c758445d0f11,Directed,763.8658823
0x48569db996994315d6fda9a32a3cd850f0c95a22,0xa315cb6477bddda3cbb93d81742b7aa719d5dc41,Directed,538.7563826
0x927f8801cf6073f5b6da2df4def5f548735e7062,0x4bd19ffb6b14ff30caeef5c7fc477bc11a2399ac,Directed,107.3556489
0x1a4c7d97186ff35d20040328e9eb517a507dfe39,0x95a91a4a20a4522edc7bd90efe20287e365b3637,Directed,631.6741282
0x0b9fa7d378875d90d20f6f5ad56540baf0a76d71,0x30af547e2b42b533d415d9f210fee0b85bb9526f,Directed,483.7351133
0x91dc9ddbd30b0262117401fe06a4e906f0810d33,0xca36b5b4d2116e36c06b015c91a428485a47861b,Directed,561.0505921
0x1d132c165feddfa72ab5fca8b7dfa522efb53a56,0x88d991c7b82b38c3946dd5254002c7509e62c89b,Directed,485.7370337
0x6d2eeab1c90aaf2537c11d1a05a93fdf029607d2,0x6fc2237d1414b0d8901973a0428e5998421f589f,Directed,70.16187789
0x1f1aa7399fcf70d5cf0cb2a2c92281aa633309a7,0x6d202f9af6322687ceec2a073109e7c686a82696,Directed,728.044592
0xdcc20e844f3ac51754f981cb0707a00b83f10b02,0x3f245b9e76a8849894c5f081562dbb927bb1face,Directed,726.3287286
0xa8ccfe0c54be603d32019f3a9fe41091b260971f,0x5b3f6ba7212a0fb20ae4459e9ffae3b9caa95e91,Directed,506.0791126
0x7ac4328b7d9a16be3d0b392ca31129740f3db79a,0x9e93530df033899e6334d6941e67a24f7ba6c5ea,Directed,374.7744396
0x086a1cab416461d0f92e75b1713cb3b8b44377fe,0xf75354143b14a48a01b4c99800593350ed47a064,Directed,586.8802547
0x8f1cca54bcb23e6076872786b2e35caf1fc6815b,0x5395a955ac3ebad1a948e9cbd3e8f47f9ea94ab9,Directed,385.5620126
0x9d84dbd3dad7436231c9cdee60bee1e72232877b,0xc28cbdb253f12174f7aa80ff6c6660f2e09397d7,Directed,305.8436408
0x779d3785a9907ba019161da9296c894dc6e7a30d,0x84a1162b6051c965c05a1bf04e7637dcdec899e6,Directed,309.5917151
0xd9ee63d5fc24891ae67bd98466bc147e330f8587,0x286ef64d01b015ec5eb8b5da32cb1ebd235806fd,Directed,330.5299635
0x913bb81a957aec7d0e46c8dfc46f87cdde2e7b59,0x5c0b21a01b517645a025d5344dc7b5f46b0d5b14,Directed,811.9553062
0x7c08fd3f6907b8c119266a64905c5ce0406e415b,0xd620eeb117bf8e6ebfb7c8d0df00583a1d72fe43,Directed,522.0231832
0x27726c0ecfeb4982d6150ced6fe2e76446e1c1f8,0x7a0c9f8f7aadc3a66eeb12474df28e78891dd0bd,Directed,861.7017688
0xadc445c80282504e4af6afeb5681fded2c3d6069,0xf02ed9cf5112f1bd14c05de5a155cfb9d606782f,Directed,519.1627098
0xa3274d2cd8b79cdcc2a773569f2a5367534d7540,0xde70709d15472c02852daf1b38175d525052982d,Directed,830.8418379
0x7aa588d3849b9d182dbe78f93fe3a324f2b09771,0x7377472963b82385c32a97735ea236c6db8036d8,Directed,293.7985862
0xe0e56a2db04ea53331dc77010b28bc94280c37e5,0xbcbcacf1f2e151263e3890da058f6fa2b7b881d9,Directed,903.7855909
0xcb4da8b5cb522d14cbba667218c5562827c4b771,0xa603c44b52f4a949b0227ced70887f6e7f57ac46,Directed,347.3592074
0xa46311de7e9eea8e4e35889ca481a22acf5b5aae,0x3e03c4e2b71316c1cbb0729959b54dd039c38187,Directed,793.4876268
0x85325abae53326a0850a742bbd664db8ae29d3b9,0xbb2446b93f24e61c733aeb8cff1c82400e412974,Directed,24.26200931
0x231dd8e2959e878a59a26ebdbf6f7d122403f350,0x9befe192a14c6d05e31ee6fa7522795b2b9b7123,Directed,550.5821515
0x12f475db2ca180f94d381b17ff3581b5fd56c8cf,0x6220a921f7a456e678799b84405cf012e6381820,Directed,0.01
0x2d0f360af8d1465d32e7908f1f3e4c4735acebb3,0x555fac4d0e5e7fde0786743fcbdcbb0a62880776,Directed,983.6404895
0xaf96674fdbfce2cb81485f179caaf83c05aa3c4c,0xd96f61963ba7d0307dd83162f0756dff47cb436c,Directed,618.2034323
0x295d4a1694a54c2eb4cb7b8b266b98e08a06a08c,0x3f4378d89f9c0443a64e0185be01dfd05f0fcdb8,Directed,681.229101
0x7a6cdf9312765b59d52a683055d636ec5d83f0a0,0x1a449fb2e65853dcf49451577cae1834b6505693,Directed,224.336488
0x2c1a91f45c0decdbf8c2b84abdb0a349237f7f41,0x164510386384099c0a9655c61c2b55d025fd750e,Directed,218.4069597
0xdd2a6104563d84dbf28c974c2532c62a2ab0b6ea,0xd3c35800c4a468cef54d6581c8faf111f5d5ebfc,Directed,412.6360136
0x797faa1b52ccc2706f55dd09edd1974ba857cd86,0x8ce255e9331f5372dab592da1e80daad25f5275f,Directed,767.496571
0x7fdd1c0ca5c9fa336adada7efebad12a5f067704,0xe8aacdea4f2d7658e711de611bad8e3b5d6b2c7b,Directed,267.982579
0x30a345492deac68dfe3ba037f15c3397cc3ff606,0xefae1cf982443f078d8f5d95b8e6ef931a20b559,Directed,254.2667268
0x27db3615327453b016a3a5596b7afb96d3fc342b,0x529bfddf9b50df84c0cb0a6e4f3e0d102cba4516,Directed,788.6190222
0x5d82446fc02f35361ed34a0edf756d3fe180772e,0x962410e3a5e34b5b53ade59b698cf492515c1ee3,Directed,673.4433223
0xb7f0592b292adbc77cb6d14e7dc6eee2206ce4a0,0x340a612e7bcc42ec1ec46f9d88eb795973e532f0,Directed,294.1009045
0x17aa2ef2f21fd194cc27a264a41c0fe629c381f1,0x816c6b3b530184e078d3c89dc74e53c749cc0acc,Directed,314.4718351
0x63090ea6afb98c9473a6d91cb66cfbf31afefb1f,0xd891a66487bc6c530c82cc8c38afa468b13866e2,Directed,135.3793949
0x0bdc9e8dd3cf34b207a2f547f45a23e5808d84fb,0xe35925525370d52c9c58f0b4ef1fc33adada42bc,Directed,552.6531213
0xf24dd92ee52bb0de1bab87766a4a3f1c17b2c4d9,0xda3dccb40a564049c60f5a6a8ebbfc63b24db614,Directed,61.92403979
0x5e93ba3a36c01f4fda0f725caf7c840a7f0d248e,0x5773c83bf1d67736a72a2d2b2d088ec37aacda77,Directed,770.9141131
0x27c89593ac9421e73a381d6b4c8693a1475bf286,0xda3ee1edb0c1d856f1423b0ffeeb713cc5da8984,Directed,186.4949224
0x07f56404924fdf1b307a6e1f9e22b06ae5532fbc,0xcf9e3898e418e3dcc57601de78ca5f684f0fb05f,Directed,502.4648018
0xb64d5244310bc31b0b17bbacba340bcd47456e14,0x7409609cded76dc9192abdcbb3036b0dbe045328,Directed,636.6191664
0x4c912712cac381ed14696868e0d776e5b198f0ef,0x340a612e7bcc42ec1ec46f9d88eb795973e532f0,Directed,1.901284626
0x955858c5e0691e793694fdfcf09a1c898d8b3d72,0x0496b829a3ede37a92aa2b9b101549ed23018cb8,Directed,643.8586307
0x7edd74b05caacd2c9658739abdd3230f39846248,0xbc9bc0162fe1ef6624c4f9ea0139576e7407a99d,Directed,290.6494613
0x2bd88084252b1f063e8198ac38ed374720951c6a,0x05a7cd104fe0738b211533c225e721ad0ea08cae,Directed,521.5340868
0xbaf67a940d5c852c27cec9e011265690ec5aba19,0xe71fca31a6bebe3238d1597b5945afddbc30d7ee,Directed,718.8961628
0x794d36a3b1eaa49b97ea4e3b52aca37977e916c6,0x8ca817f27899447883bbe06223d7772a0fd9e403,Directed,379.8829362
0x3bd221ff4c54bb0e4feda3217197acdb70f7514d,0x68ec59f4c70c9dab08d0a2f3cbde660c660e9350,Directed,917.4433444
0xc89301dff411fcfcc3e56c4b2a4692604fe30e10,0xa5f85c8077d48809e9f9bed7363dc9e8d77049d5,Directed,274.9094033
0xb078505b8bf2f1e84f9b187323abcd4f5b8c5c04,0x4bfe6fa35149db081520aea5e503946572718756,Directed,776.4574023
0x779d3785a9907ba019161da9296c894dc6e7a30d,0xe988c951e78b284f9105c35c001b8ff0fd39bcc7,Directed,448.0555537
0x44155e9a18cbdb540dcff0b1aafb54cfa723ae11,0xcf741923dc066c7d712376efcecd1ff01545a71f,Directed,612.1841752
0xb69b3912979ac2571f86843000a21c6c5ce84342,0xaa9eab5bc49fd4ff7319f0c2342c296c4039ff07,Directed,535.42708
0xfca46f33726d6ac3595db209661b2d90176836e0,0xba786f8ea9c1474ee19f8b9792fce16bf25ed6ee,Directed,618.1335801
0x17aa2ef2f21fd194cc27a264a41c0fe629c381f1,0x18e38cd521df6e19e2a15ee08eba6407e921c6d0,Directed,295.1170598
0x44a12f1064beac8b97d973667037a8bb92f16f78,0xffbdcd1c606b88a37e953dd81cc8d20b11a9d77a,Directed,302.8923766
0x463667453bef14157dc8fc348fcec7b01c6a71ea,0x006964d8bad07317bd17d20e084b94b7d9245db6,Directed,477.3290103
0x83cecfa54e9aeac4d9c36e0d970ca320652472fd,0xeb3551a15169e024420f534a448795b3a2515765,Directed,229.9468159
0x25b24fa3a7fdbb89787febe27b968689f5f9abd7,0x0f00f63e28dc0e131d2df0859a6e700a79430a72,Directed,401.9430239
0x21e1b7e0a2dae8d5126049ddfddced3d2d8941f6,0x927f8801cf6073f5b6da2df4def5f548735e7062,Directed,573.775926
0x563ecd63c5db552023c4de7bdcf5678feaa32ef8,0x5b6124ac76b58955e1de4c58d87e5bca4c881aee,Directed,500.6766093
0xb75411d6da2c810c90fa074ad3b785cd5c0c722c,0x807ced5d4335a8a674a0232740e7275f537ae62b,Directed,499.7934907
0x8771d262c0c31da28a8c42b89d8cf3fb8396e6dd,0x24312b837be84c7d1a01350302014372ee6f7a49,Directed,516.1673777
0x05ba8f096cd5c9bdfc568ee2b282680999a373a6,0xac3e030103fa273e36f2cd7ece1f316961be6fe5,Directed,682.668677
0x11d2d1351f56baee93b458665e531267850c5b1f,0x95a91a4a20a4522edc7bd90efe20287e365b3637,Directed,661.9899365
0xd96f61963ba7d0307dd83162f0756dff47cb436c,0x94ed0de7f781533e80fc25a29c1b613eaf01ac62,Directed,711.2731597
0x96202663bba41414cb6d43dddb50663d8c392537,0x3bd221ff4c54bb0e4feda3217197acdb70f7514d,Directed,687.90473
0x113844f9fdd2eb60e8083dec243c1d9522c8af9a,0x91c962a93bf0e520e89f4c6d1f8de95ceedca748,Directed,1153.42596
0xb0b2f6fc707fbb7f9d27a9f4fe0cb0d6b39a0155,0x47cf24d6cc396f2377ab8cc1e91a0358b7b4f9b5,Directed,545.4093939
0x65e018cb96069e2fd18c29d2050e14cba4b2b06d,0x6a090fbda4ed0d81f446d815819e168b2299d90f,Directed,279.9168561
0x35a48ae3bdd142d4429af869ce8ca1b19c829aac,0x99464ee24511467e2d973b19a8f0d9a294a78b15,Directed,814.6576232
0xd3c35800c4a468cef54d6581c8faf111f5d5ebfc,0xb3c74645de3f82702af040988bba449c622217ec,Directed,957.8132586
0xf465313404968cbe690f73bff7759b20886fe4a3,0x9aae2a9d1f85990c818365c1df71ea305ad0cef0,Directed,268.272566
0x22ec2a12b55d397dc77681cc5de4a45c08e7a140,0x179012cc8ef3bb58412e18ed69981d487554fd9a,Directed,429.1085637
0x8011f8540db66bcd151239583c14ba727eca9af4,0x4bbd884ec5e7aa4a77600429b3afd91a5146899d,Directed,104.0857715
0x86603120af1e76f8c8550c3f854ddffb93db14bb,0x3e71b7af0ce89138ac7539a195c6395fff58bb83,Directed,290.735022
0xb66b0ca73fe4f58fbc2485b46474688d9913753e,0x96e7fe4d4592f014ebaa97909d06802b4c1bcc21,Directed,551.5501559
0xddbe1291b454f9b8699220f1e8724aa641ef4b42,0x4420e64747c571898084370953e1d74c786f8de5,Directed,593.2921965
0x0e671c8cde947093a5eb7560ff4775755c129568,0x23e7d4a7b30c95bd96e091ca63aa6f27a242b2ae,Directed,558.1491394
0xce3ec34fcca616fc1a52af3909c1b48f5af4d547,0xee360f0cb9cc40ca232fa730ba06820a615db735,Directed,447.7921651
0xc7188501b6d376a8fadefe661e52d728b8050503,0xb369fc07c513e166a43b07400c92541eafe4f71b,Directed,877.7317446
0xef361793cd6573a2ea89fb9913efb850fa5430f0,0x79c40a2f24b14341b8eca580df4702b5748343fc,Directed,407.0105333
0xe940b8c67021d82d3ddf2a8e79e8b93527e20a11,0x816c6b3b530184e078d3c89dc74e53c749cc0acc,Directed,366.7864094
0x534497b4d8a970ea59c3b4e3b736623636f7c03d,0x2aaacc0aea1c222a20df0b2ec63addef59f16d56,Directed,474.3361917
0xe4b00049b7ec6858cf1c01ccbf058c94ad00cfeb,0x44254da8674f7b629e0b90c3c9af754db2d19c3e,Directed,394.5951711
0x11740264e31fed3fb732890389a683275081b2d8,0xc1c425042188c182c720f0853279cadf5e75ca87,Directed,1178.537366
0xe0b340171486b08f0c1f4ac607ed776478cefd2b,0x6bb10ea56f57488625e375165d8df04daae24cd8,Directed,727.4641802
0x078a440a8081b3267f14dbe15dceb028c13c83c9,0xbb0b92025eddb26c67e5f23512a856d6c0c26231,Directed,972.0141159
0xb81b401e81ccc31965728afd041805c063401a47,0x0401381a6d6751e0e21633b32217d58ae90980d4,Directed,1113.493664
0x0fc76698704866d5053923fb7bde02a56bd62531,0xddd522ef5655fed2b931b7416a15a5a363b2261d,Directed,522.3469734
0x6fa3b4dcf43fc9068c293b4b0aa2d75ad6d3c038,0x29eb22d2110b8a73ee78542975d2fb701f31929a,Directed,551.1703835
0x1ba6eae7fd8d9706e647f556e0937d40155898c7,0xf9268f72c572303f60d5f7bc5f23bd1904dcf4da,Directed,951.550103
0x7cb57ac73f0c5a47b4501774b9ef68c26eba852c,0x66ceb5467b5d562e2f31ca830cc4ac7113a79e84,Directed,739.4075225
0xbd7009b053817efb770308dd9f3608d834bab1c1,0x08ace85bc7b4af5c3f8043cd3b4550b67260c045,Directed,570.397588
0xeb483de9b80e286c629f10571cdafa6f397b8bde,0x1517c1a7280765e45b3b2f5df0db1476a0b4d167,Directed,770.1844707
0x210c08c78f972146f48bb5a28481b8173d915141,0x9d877157c1c811cc5b7593c43719ac825f6c1d88,Directed,518.301278
0x1853e897aee177f9924487a176cf546f8431385c,0xefc844da1fbc4b10b9db59ea365236140cf71ec4,Directed,513.3239329
0xd620eeb117bf8e6ebfb7c8d0df00583a1d72fe43,0xc0b6dca96a6e5e00299243aa48a766f83318a2a1,Directed,203.0339962
0xcb4da8b5cb522d14cbba667218c5562827c4b771,0x7409609cded76dc9192abdcbb3036b0dbe045328,Directed,462.3910984
0xf9414614d09fadc93f4a9fd8196c767b200b1702,0x4f493d085b68be27a864d311be4fbffff4984186,Directed,879.2303003
0xb868264bcfabdbfc128d86cd1230dea907c75bf6,0x027d34ed81d38dfc2c8de3f5f05132aa931d25a6,Directed,323.0668632
0x8ab85fd67bd0303b956758c1d1cb21a237915aa7,0x5297edd262e7084608cbbcb8d666c86b4740ce6c,Directed,418.9761906
0x3648f18c7f11b9a825dace72fcac5f275755bc18,0xaaf0e31bb5224b664aa7f16c519824e8ae8295ca,Directed,254.5028717
0xe4067bd8aa9a84a166fa2982755b50ac99f0ed38,0x55154505528b6138f4255d8dc7a4c64e4e895d2c,Directed,402.0820611
0xb9c16f73132ef6a9d6f790db5031ace40b0d7a24,0x96202663bba41414cb6d43dddb50663d8c392537,Directed,11.99292702
0x59210cfbe55112628df91eee78c3bc0ae30aceb9,0x59210cfbe55112628df91eee78c3bc0ae30aceb9,Directed,294.4483556
0xcc693d1abf4122f346183112241383a6fcdb01c2,0x9e361f69925fa89360939f93acf89a3c781531e4,Directed,182.2206026
0x9aae2a9d1f85990c818365c1df71ea305ad0cef0,0x3958af9464f525fbe07d66ccfcde7728dcbe6f28,Directed,540.9256631
0x259b47b0f998fe88407e83fb0de1b22f64606676,0x86603120af1e76f8c8550c3f854ddffb93db14bb,Directed,574.4357684
0x28ca0c217ac6d44a8173ae02b870e2bd7149a7e7,0xe3a6cd88ac64f4244e9a8f96e33734721b3c6459,Directed,726.9446215
0x2ddf75338c787c1ee00dd4b178d72d46a49b43c3,0x688bb80239e52f8088094e4402387068ffff9836,Directed,352.312467
0x9c9a1e6a7124d11880475752d942b3ffa9bd1629,0x3f245b9e76a8849894c5f081562dbb927bb1face,Directed,496.8387525
0x45fe095ad4299f71eaa25407c4122ca6a497e1e2,0x18380f956569572a193a53e066c9e3d6211c2d38,Directed,247.7760169
0xe0e56a2db04ea53331dc77010b28bc94280c37e5,0xddcebe29f4cc7155a2ffdc3b593a04c411760cb0,Directed,482.6624428
0x2f9916ee01cba0f132cf7b987ae41989cb2eb8eb,0x7c08fd3f6907b8c119266a64905c5ce0406e415b,Directed,852.5341172
0xd6e251c23cbf52dbd472f079147873e655d8096f,0xac7e43a84c5071cb45a343356a4302fe6de0108b,Directed,644.9428502
0x4fdee5d87480db6b32737a9ebd38ca8aa6401b03,0x50120c5fafae7fcd8bd20fa03af058873ea28425,Directed,195.8338063
0x00262fa3b21847775e2db42965d0192e8dfe5bdc,0x757e936769ebc13de3e88f783169b547e76c1f84,Directed,833.1379913
0xf7ced5864bb1ecac8f73fed187dbb215b35127fe,0xbd6260f5715f2dcd4cd45e50d513f50ece2108bd,Directed,228.9059552
0x521555c6d355ef9d5baaf2f93da53ce306920ec8,0x67067f50a3184d8ba391724c234f0d92d4b47aeb,Directed,397.8630354
0xd913a203361cd6cb953daacc157de07ea0ac5017,0x1a55b6ed75c3e5fc491a5f9054d7334d3b3c0e8b,Directed,173.6322987
0x6f2c09034ef9faa8a4b1223181df218c7f5d76cf,0xe97ac3b49a92a25846e21a6d28da97ab9867b97b,Directed,102.6865481
0xcf57acdbdf7da4eaa3f2b322d62e493cfcda1caf,0x78506cf9f14021ce721d485a35e4fdad9a2fb4ee,Directed,526.4773409
0xf9268f72c572303f60d5f7bc5f23bd1904dcf4da,0xfda2b6ba8035837024610a5d601305a4772e193b,Directed,481.949687
0x6dfa997313561f76f4ea1c1108839dc5daf44f24,0xc5095ea231c9ef0b3536c3a3c13d5641f2f57b1b,Directed,106.7794718
0xf9756c5986e78e8c38e06749825c4850dcb662eb,0x864883e03cb56916232e1771cd6e61a1e9a4f9c2,Directed,209.6682258
0xa1f214ac84f415a7f70cde1c339f376952f3f787,0x807ced5d4335a8a674a0232740e7275f537ae62b,Directed,12.94296966
0xe3a75298a17d6e04d2bd819f9ead13bbc87b110b,0x770529382c7c78ae95999db030d1a56cd54239c7,Directed,769.4455451
0xf4ef3a7124f8bbcec7b67a3f227253e99290e6dd,0x9cff17eb637713a663af0a0a5326b755838f757b,Directed,336.8523696
0x779d3785a9907ba019161da9296c894dc6e7a30d,0x9acd44c84b1d4d4918f02832ebab61203dee6136,Directed,370.6554425
0x6c86f82976bb8f21e7a4808fbb015b9daf8af51d,0x95a68cd3703c7a9bb7135dd6352257c5c76fc484,Directed,531.1329899
0xe82b6d436a2a34d3a9cc446aa45bf7377a901a0d,0x3c8325c283966ff2ce639683cfe514abc887d040,Directed,345.7076416
0xd06421f21a9b28961c8433bbd51e7dc9fde28f6f,0xc599e8d98e018d78155ca11da5ab8612e2378c69,Directed,443.3097466
0x4192c7c7a4e9f8b0e88c21b2552f62edce000afb,0x4bfe6fa35149db081520aea5e503946572718756,Directed,651.4588872
0xe97ac3b49a92a25846e21a6d28da97ab9867b97b,0x1f505d791a432a125ffd6ae1efaaa9a5b4e5dbcc,Directed,519.1734922
0x962b3e324d8cdfa07e5acc13cdf9453ffe2dc6a3,0xd891a66487bc6c530c82cc8c38afa468b13866e2,Directed,244.1505471
0xa53f837829388f4678f9963aae7fa1a4334e1690,0xf6511ed068459cab3225fb900437fdfae446e53a,Directed,0.01
0x5252cf71b85111a0c20d64dd0b60ec28251b0dec,0xae279cb05be4e71b64af9867522bb0d824593e5d,Directed,795.8273121
0xcd19a8ffd47a6358b4eaa3ba2dfd223f6c3e91aa,0x78450ab2854da2fbb328b5e45d17755fcc7f0c39,Directed,588.0382061
0x574844efb24782d211babc8f16a5ebb30ceaa51a,0x081ceadbcc5c2f293711b102652baa1cbccf4e52,Directed,587.7114841
0xb1bb81988eadfbf636bad1a8bb39890a0f318f53,0x7119230b210f7ecc004c21fcdbb44925c60d2145,Directed,563.3860233
0xc867aed43b9f3981660886955e5aa0874b0c472b,0x98d04db467e7d2186281b90084ace88d84ac2871,Directed,556.6165334
0x1d3ec2c0241add322476d9873707938159eb07e6,0x91d16803b06008f2316d18fd581460b9ca993394,Directed,313.7698533
0xd78ae0cc628fc633cbc15641831fdff191d1dc9b,0xfcf091f18fc338c235c0607cb472784b01ce3170,Directed,553.3085574
0x015589d9f0bf74c5408f28c950738a210c093698,0xbbcf7c51f7a98b178d205e5a104f2b82586a0b3e,Directed,183.53257
0xda9e7e0931d79edcb666d3b0e7b12f8bad18201c,0x3bf680566aae3798fe0b10c1f0ff284005af83c5,Directed,563.6056622
0xceda6c769350a084f02a6e5f2fadf269ecc0c37d,0x8b801406aa5fcb72dbca8d67de360f0bcf0f755b,Directed,534.8707428
0x1d315040f1b18ac96a2919b057043099cd275f79,0x7c521a007436e7e27382be7f88aca77afb1b22af,Directed,585.1083718
0x231dd8e2959e878a59a26ebdbf6f7d122403f350,0x1dbe65c1078ef62ef4c5d1d0d2ffe32b59e1079b,Directed,515.5871884
0xee360f0cb9cc40ca232fa730ba06820a615db735,0x3f02a06ee182fcef65b1e4dc6c8495c73da11bb2,Directed,612.9771888
0x3858650b1ec0fb8be9e116ea526a16d3427fbc4f,0x70a41a75e143ac5674d6f9aecd961435b2526a1b,Directed,623.9581262
0x137dd2dbee265a2ccd415f203bce1f68820af83a,0x20fcf76f6b5a42d0c710563cceb95c349bb38278,Directed,248.9010587
0x70d663c5c2e3a4c35c64aae76980cc2ce7e44be0,0xaaec637c900bb196a381fce271e6cfdb2692e4dd,Directed,688.1049793
0x08ace85bc7b4af5c3f8043cd3b4550b67260c045,0xad3b8de45d63f5cce28aef9a82cf30c397c6ceb9,Directed,611.0460795
0x36610d6083e60d1f8ea9650803ad6fb88533672d,0x42f64284f4435ce6a0af4f3112fe34e116444b1d,Directed,964.544076
0x8e4ac7b757d4d65821a4cd56405544b6aa82de94,0xb9177e55706f4a102633d23deb5a20b5912b4042,Directed,922.9796909
0xe6cf0f869bd0fe0bad3f64952f43ab142c679a1d,0x5228fdaad4a4db8eef769aa65059383a2d915068,Directed,350.0622203
0x29c8e4fc4a6e6b75c64fed03262b7baffc75895c,0xdc8b9daa7a8f4fc54e642e35b2e677b859592c9a,Directed,67.20201944
0x2318e5acd5fa536467c46d2d9124ee45e305e7ec,0xae05d1fb01ef3f48dda274217b59ee8b45c0918e,Directed,56.63226178
0x74a8927bbb9f4ca8c0a3feede1b4b890a10342ee,0xfc04d6b9f1f90cd8e4ad527db0bd5df6f1c78516,Directed,494.0478963
